#  MJD-58000 counts error  run
 499.71213  38.70   7.07 1
 499.71329  34.92   6.72 1
 499.71445  23.37   5.81 1
 499.71561  32.32   6.71 1
 499.71676  58.58   8.94 1
 499.71792  38.19   7.78 1
 499.71908  23.75   5.62 1
 499.72023  36.31   7.68 1
 499.72139  26.28   6.16 1
 499.72255  36.65   6.94 1
 499.72371  40.42   7.27 1
 499.72486  33.51   6.82 1
 499.72602  32.15   6.79 1
 499.72718  22.02   5.93 1
 499.72834  35.53   7.10 1
 499.72949  32.88   6.58 1
 499.73065  38.75   7.31 1
 499.73181  35.22   7.03 1
 499.73297  47.24   8.11 1
 499.73412  27.11   6.19 1
 499.73528  25.18   6.86 1
 499.73644  36.22   7.08 1
 499.73760  48.40   8.17 1
 499.73875  28.29   6.03 1
 499.73991  45.61   8.13 1
 499.74107  48.17   7.93 1
 499.74223  53.20   8.52 1
 499.74338  50.42   8.41 1
 499.74454  41.72   7.38 1
 499.74570  28.36   6.32 1
 499.74686  36.10   7.07 1
 499.74801  56.18   8.58 1
 499.74917  39.48   7.46 1
 499.75033  26.16   7.14 1
 499.75148  29.64   6.44 1
 499.75264  36.47   6.90 1
 499.75380  33.11   7.12 1
 499.75496  35.44   7.32 1
 499.75611  50.00   9.79 1
 499.75727  50.63   8.51 1
 499.75843  30.26   7.21 1
 499.75959  30.32   6.59 1
 499.76074  42.76   7.67 1
 499.76190  45.20   7.64 1
 499.76306  42.39   7.52 1
 499.76422  38.83   7.25 1
 499.76537  38.80   7.09 1
 499.76653  39.50   7.88 1
 499.76769  45.59   7.93 1
 499.76885  45.15   7.84 1
 499.77000  40.08   7.34 1
 499.77116  38.21   7.12 1
 499.77232  26.99   6.41 1
 499.77348  30.18   6.30 1
 499.77463  34.94   6.97 1
 499.77579  32.51   7.01 1
 499.77695  24.93   6.29 1
 499.77811  32.16   6.43 1
 499.77926  40.16   7.67 1
 499.78042  32.51   7.69 1
 499.78158  28.27   6.29 1
 499.78273  28.64   6.11 1
 499.78389  30.59   6.65 1
 499.78505  38.99   7.12 1
 499.78621  23.45   5.54 1
 499.78736  18.00   5.46 1
 499.78852  40.57   8.16 1
 499.78968  34.80   6.70 1
 499.79084  23.38   6.09 1
 499.79199  33.86   6.65 1
 499.79315  28.75   6.14 1
 499.79431  19.62   6.22 1
 499.79547  20.35   5.41 1
 499.79662  46.28   8.39 1
 499.79778  17.93   5.31 1
 499.79894  25.78   6.04 1
 499.80010  14.14   5.31 1
 499.80125  23.19   6.45 1
 499.80241  31.49   6.70 1
 499.80357  39.87   7.16 1
 499.80473  33.56   6.58 1
 499.80588  26.41   6.20 1
 499.80704  31.75   6.50 1
 499.80820  32.03   6.67 1
 499.80936  17.87   5.43 1
 499.81051  41.40   7.47 1
 499.81167  24.88   6.02 1
 499.81283  30.37   6.59 1
 499.81398  24.59   5.64 1
 499.81514  19.32   5.62 1
 499.81630  23.12   6.05 1
 499.81746  22.72   5.85 1
 499.81861  29.44   7.06 1
 499.81977  15.87   4.93 1
 499.82093  34.34   6.76 1
 499.82209  29.86   6.23 1
 499.82324  26.14   6.15 1
 499.82440  29.00   6.47 1
 499.82556  28.93   6.18 1
 499.82672  24.55   6.20 1
 499.82787  34.80   6.94 1
 499.82903  24.49   5.62 1
 499.83019  27.34   5.97 1
 499.83135  26.55   5.96 1
 499.83250  31.02   6.83 1
 499.83366  26.28   6.18 1
 499.83482  34.33   6.75 1
 499.83598  32.16   6.94 1
 499.83713  28.23   6.40 1
 499.83829  23.65   5.58 1
 499.83945  29.99   6.27 1
 499.84061  24.60   6.46 1
 499.84176  28.53   6.34 1
 499.84292  36.11   6.82 1
 499.84408  29.66   6.45 1
 499.84523  31.00   6.50 1
 499.84639  17.16   4.78 1
 499.84755  28.29   6.03 1
 499.84871  18.18   4.86 1
 499.84986  18.49   5.59 1
 499.85102  16.99   4.72 1
 499.85218  16.30   4.74 1
 499.85334  19.57   5.06 1
 499.85449  28.86   6.17 1
 499.85565  28.36   6.22 1
 499.85681  30.10   6.56 1
 499.85797  23.41   6.11 1
 499.85912  24.64   5.65 1
 499.86028  16.69   4.98 1
 499.86144  22.04   5.35 1
 499.86260  17.20   4.78 1
 499.86375  24.65   5.66 1
 499.86491  32.30   6.72 1
 499.86607  20.86   5.72 1
 499.86723  21.84   5.60 1
 499.86838  18.11   5.16 1
 499.86954  12.84   4.06 1
 499.87070  19.54   5.05 1
 499.87186  14.20   5.00 1
 499.87301  31.04   6.34 1
 499.87417  15.42   4.86 1
 499.87533  23.28   5.77 1
 499.87648  27.12   5.92 1
 499.87764  22.08   5.36 1
 499.87880  27.62   6.30 1
 499.87996  29.32   6.27 1
 499.88111  23.83   5.92 1
 499.88227  26.05   6.10 1
 499.88343  26.26   6.16 1
 499.88459  15.50   5.16 1
 499.88574  27.20   8.00 1
 499.88690  36.16   8.49 1
 499.88806  16.07   9.03 1
 499.88922   9.61  10.65 1
 499.89037  29.29   9.50 1
 499.89153  12.12   8.78 1
 499.89269  25.86   7.69 1
 499.89385  32.07   9.57 1
 499.89500  26.30   7.18 1
 499.89616  25.08   5.76 1
 499.89732  31.27  10.25 1
 499.89848  18.20   6.86 1
 499.89963  24.90   6.46 1
 499.90079  27.54   6.02 1
 499.90195  39.10   7.15 1
 499.90311  25.74   6.46 1
 499.90426  28.31   6.21 1
 499.90542  24.43   5.60 1
 499.90658  17.00   5.07 1
 499.90773  15.53   4.83 1
 499.90889  14.12   4.26 1
 499.91005  19.03   5.42 1
 499.91121  28.49   6.34 1
 499.91236  21.97   5.92 1
 499.91352  35.33   6.96 1
 499.91468  15.52   4.83 1
 499.91584  15.72   4.88 1
 499.91699  23.31   6.25 1
 499.91815  18.81   5.05 1
 499.91931  14.54   4.77 1
 499.92047  30.20   7.07 1
 499.92162  21.75   5.76 1
 499.92278  30.48   6.38 1
 499.92394  18.82   5.38 1
 499.92510  18.59   6.21 1
 499.92625  28.66   6.11 1
 499.92741  24.69   5.95 1
 499.92857  22.18   6.65 1
 499.92973  33.18   6.82 1
 499.93088  14.63   4.77 1
 499.93204  21.01   5.57 1
 499.93320  20.82   5.53 1
 499.93436  20.52   5.13 1
 499.93551  19.61   5.69 1
 499.93667  11.68   6.19 1
 499.93783  28.06   8.03 1
 499.93898  42.98   8.88 1
 499.94014  16.54   8.67 1
 499.94130  10.18   4.84 1
 499.94246  21.92   5.92 1
 499.94361  24.88   6.19 1
 499.94477  19.77   5.44 1
 499.94593  22.36   6.03 1
 499.94709  29.68   6.19 1
 499.94824  35.45   7.53 1
 499.94940  26.76   6.49 1
 499.95056  31.73   6.49 1
 499.95172  25.96   6.08 1
 499.95287  28.48   6.33 1
 499.95403  31.33   6.65 1
 499.95519  33.41   6.96 1
 499.95635  46.58   8.30 1
 499.95750  29.04   6.20 1
 499.95866  49.40   8.23 1
 499.95982  54.59   8.43 1
 499.96098  44.11   8.38 1
 499.96213  42.82   7.90 1
 499.96329  71.37  10.01 1
 499.96445  49.96   8.61 1
 499.96561  69.87  10.23 1
 499.96676  91.20  11.65 1
 499.96792  79.81  12.15 1
 499.96908 125.08  13.91 1
 499.97023 124.21  13.91 1
 499.97139 135.68  13.81 1
 499.97255 147.11  13.97 1
 499.97371 169.19  14.85 1
 499.97486 193.98  16.10 1
 499.97602 217.25  17.25 1
 499.97718 240.72  18.03 1
 499.97834 226.70  17.37 1
 499.97949 216.01  17.36 1
 499.98065 216.03  16.78 1
 499.98181 236.78  17.97 1
 499.98297 209.82  17.21 1
 499.98412 222.82  17.42 1
 499.98528 206.52  16.71 1
 499.98644 200.06  16.44 1
 499.98760 200.96  16.59 1
 499.98875 171.93  15.57 1
 499.98991 165.61  14.91 1
 499.99107 161.40  14.78 1
 499.99223 157.13  14.64 1
 499.99338 135.19  13.88 1
 499.99454 126.47  13.14 1
 499.99570 106.59  12.63 1
 499.99686 110.48  12.31 1
 499.99801  73.45  10.01 1
 499.99917  62.23   9.71 1
 500.00033  69.45   9.91 1
 500.00148  70.17   9.66 1
 500.00264  54.07   8.91 1
 500.00380  62.56   9.28 1
 500.00496  55.80   8.71 1
 500.00611  75.32   9.99 1
 500.00727  50.19   8.04 1
 500.00843  35.37   6.82 1
 500.00959  43.64   7.92 1
 500.01074  37.33   7.54 1
 500.01190  30.12   7.29 1
 500.01306  19.34   5.66 1
 500.01422  50.06   8.55 1
 500.01537  54.30  10.51 1
 500.01653  35.88   7.80 1
 500.01769  34.79   8.20 1
 500.01885  36.29   8.58 1
 500.02000  29.90   9.25 1
 500.02116  26.25   8.23 1
 500.02232  36.96   7.48 1
 500.02348  22.01   6.21 1
 500.02463  23.39   7.75 1
 500.02579  33.53   9.47 1
 500.02695  39.85  10.97 1
 500.02811  44.49  11.37 1
 500.02926  32.15   9.63 1
 500.03042  29.34  10.47 1
 500.03158  28.58   6.28 1
 500.03273  47.84   8.80 1
 500.03389  38.88   8.72 1
 500.03505  37.49   8.40 1
 500.03621  27.06   8.88 1
 500.03736  24.61   8.99 1
 500.03852  28.84   8.99 1
 500.03968  23.25   8.81 1
 500.04084  48.98  11.00 1
 500.04199  21.50   8.95 1
 500.04315  36.37   9.23 1
 500.04431  16.73   7.02 1
 500.04547  29.57   9.58 1
 500.04662  30.77  11.14 1
 500.04778  28.33   7.70 1
 500.04894  49.05  12.67 1
 500.05010  17.62   7.04 1
 500.05125  38.11  11.26 1
 500.05241  29.98   8.49 1
 500.05357  36.61   7.39 1
 500.05473  26.25   6.67 1
 500.05588  25.76   5.76 1
 500.05704  32.26   6.45 1
 500.05820  39.91   7.40 1
 500.05936  21.96   6.70 1
 500.06051  30.71   7.11 1
 500.06167  34.49   6.79 1
 500.06283  37.49   7.11 1
 500.06398  34.29   6.75 1
 500.06514  40.09   7.65 1
 500.06630  28.36   6.05 1
 500.06746  26.75   6.27 1
 500.06861  26.40   8.27 1
 500.06977  32.43   6.74 1
 500.07093  35.84   6.92 1
 500.07209  25.15   9.11 1
 500.07324  30.22   9.34 1
 500.07440  32.40   9.38 1
 500.07556  31.89   9.36 1
 500.07672  42.82   8.30 1
 500.07787  36.34   9.85 1
 500.07903  37.72   9.26 1
 500.08019  29.05  10.27 1
 500.08135  30.09   9.36 1
 500.08250  59.12  10.70 1
 500.08366  25.74   9.96 1
 500.08482  60.00  11.62 1
 500.08598  25.35   9.78 1
 500.08713  30.19   9.31 1
 500.08829  41.14   9.66 1
 500.08945  25.17   8.85 1
 500.09061  30.46  10.34 1
 500.09176  27.63   9.47 1
 500.09292  34.04   8.91 1
 500.09408  38.05   8.94 1
 500.09523  44.35   9.37 1
 500.09639  24.35   9.03 1
 500.09755  22.12   8.55 1
 500.09871  44.69   7.89 1
 500.09986  31.19   6.61 1
 500.10102  30.20   6.56 1
 500.10218  44.04   7.98 1
 500.10334  35.88   7.17 1
 500.10449  33.30   6.93 1
 500.10565  46.19   7.83 1
 500.10681  25.79   6.31 1
 500.10797  36.28   7.09 1
 500.10912  38.76   7.67 1
 500.11028  53.70   8.40 1
 500.11144  25.91   6.33 1
 500.11260  35.85   7.16 1
 500.11375  27.68   6.06 1
 500.11491  36.54   7.17 1
 500.11607  33.61   6.59 1
 500.11723  22.03   5.92 1
 500.11838  42.09   7.88 1
 500.11954  35.78   7.14 1
 500.12070  44.79   7.70 1
 500.12186  32.23   6.60 1
 500.12301  47.50   7.81 1
 500.12417  28.50   6.37 1
 500.12533  40.61   7.54 1
 500.12648  37.08   7.03 1
 500.12764  43.41   7.79 1
 500.12880  24.35   6.16 1
 500.12996  32.53   6.77 1
 500.13111  37.11   7.27 1
 500.13227  20.50   5.75 1
 500.13343  22.57   6.06 1
 500.13459  20.11   5.52 1
 500.13574  23.96   6.28 1
 500.13690  19.39   5.31 1
 500.13806  28.54   6.09 1
 500.13922  25.92   5.80 1
 500.14037  33.79   7.12 1
 500.14153  33.15   6.65 1
 500.14269  19.74   5.71 1
 500.14385  30.50   6.91 1
 500.14500  19.52   6.23 1
 500.14616  27.20   6.32 1
 500.14732  19.43   6.39 1
 500.14848  30.41   6.36 1
 500.14963  34.84   6.70 1
 500.15079  27.59   7.84 1
 500.15195  24.38   7.18 1
 500.15311  33.96   7.43 1
 500.15426  45.63   7.73 1
 500.15542  32.21   6.95 1
 500.15658  39.86   7.52 1
 500.15773  31.22   8.14 1
 500.15889  40.63   8.95 1
 500.16005  46.65   9.27 1
 500.16121  41.92   9.30 1
 500.16236  24.57   7.90 1
 500.16352  41.83   9.77 1
 500.16468  39.71  10.49 1
 500.16584  36.70  10.30 1
 500.16699  22.42  10.06 1
 500.16815  23.67   9.24 1
 500.16931  33.21   9.28 1
 500.17047  40.58   9.06 1
 500.17162  32.08   9.49 1
 500.17278  38.54   9.02 1
 500.17394  46.35  10.08 1
 500.17510  15.58  10.84 1
 500.17625  46.41  10.58 1
 500.17741  43.88   8.33 1
 500.17857  39.11   9.72 1
 500.17973  51.28  10.79 1
 500.18088  27.65   9.56 1
 500.18204  28.82   8.71 1
 500.18320  28.81   8.54 1
 500.18436  22.58   9.35 1
 500.18551  38.77   9.16 1
 500.18667  25.92   6.88 1
 500.18783  43.93   7.54 1
 500.18898  39.22   7.39 1
 500.19014  42.99   7.93 1
 500.19130  42.95   7.71 1
 500.19246  27.11   6.45 1
 500.19361  45.06   7.90 1
 500.19477  41.03   7.39 1
 500.19593  30.90   6.81 1
 500.19709  31.37   6.68 1
 500.19824  33.31   6.79 1
 500.19940  30.11   6.55 1
 500.20056  40.81   7.72 1
 500.20172  26.50   5.94 1
 500.20287  47.00   7.98 1
 500.20403  30.93   6.32 1
 500.20519  40.27   7.70 1
 500.20635  31.55   6.46 1
 500.20750  30.84   6.81 1
 500.20866  22.11   5.95 1
 500.20982  35.23   6.94 1
 500.21098  33.69   6.61 1
 500.21213  27.92   7.13 1
 500.21329  27.87   6.37 1
 500.21445  36.58   6.93 1
 500.21561  24.90   5.72 1
 500.21676  18.72   5.33 1
 500.21792  33.09   6.88 1
 500.21908  27.77   6.07 1
 500.22023  30.08   6.54 1
 500.22139  26.80   6.28 1
 500.22255  28.38   6.58 1
 500.22371  28.62   6.75 1
 500.22486  34.83   7.08 1
 500.22602  29.59   7.41 1
 500.22718  41.55   7.57 1
 500.22834  26.94   6.82 1
 500.22949  33.48   6.80 1
 500.23065  44.23   7.81 1
 500.23181  38.50   7.49 1
 500.23297  12.97   5.43 1
 500.23412  26.10   6.11 1
 500.23528  33.76   7.34 1
 500.23644  36.54   7.15 1
 500.23760  32.21   6.70 1
 500.23875  29.66   6.45 1
 500.23991  30.40   6.35 1
 500.24107  20.89   5.53 1
 500.24223  31.01   7.31 1
 500.24338  19.17   9.39 1
 500.24454  27.27   8.11 1
 500.24570  24.64   8.59 1
 500.24686  35.73  10.28 1
 500.24801  37.75  12.79 1
 500.24917  30.15   7.06 1
 500.25033  35.32   6.81 1
 500.25148  24.64   5.94 1
 500.25264  27.39   6.40 1
 500.25380  20.65   5.48 1
 500.25496  23.63   5.59 1
 500.25611  20.16   5.55 1
 500.25727  31.63   6.47 1
 500.25843  19.59   5.68 1
 500.25959  33.62   6.83 1
 500.26074  38.09   7.08 1
 500.26190  35.46   7.29 1
 500.26306  38.89   7.38 1
 500.26422  27.41   6.57 1
 500.26537  28.96   6.65 1
 500.26653  28.77   6.15 1
 500.26769  26.88   6.29 1
 500.26885  38.28   7.13 1
 500.27000  20.80   5.80 1
 500.27116  16.39   5.15 1
 500.27232  23.50   5.56 1
 500.27348  41.44   7.54 1
 500.27463  15.48   5.79 1
 500.27579  30.10   6.28 1
 500.27695  41.10   7.40 1
 500.27811  22.48   5.46 1
 500.27926  22.37   6.28 1
 500.28042  38.62   7.05 1
 500.28158  30.44   6.37 1
 500.28273  36.31   6.87 1
 500.28389  37.94   7.06 1
 500.28505  32.72   7.06 1
 500.28621  24.61   5.65 1
 500.28736  32.13   6.43 1
 500.28852  29.97   6.52 1
 500.28968  43.96   7.54 1
 500.29084  25.55   6.64 1
 500.29199  26.11   7.41 1
 500.29315  22.66   7.81 1
 500.29431  16.42   5.12 1
 500.29547  44.96   8.16 1
 500.29662  46.69   7.78 1
 500.29778  35.09   6.99 1
 500.29894  27.93   6.50 1
 500.30010  28.84   6.40 1
 500.30125  42.73   7.88 1
 500.30241  23.43   5.82 1
 500.30357  29.76   6.73 1
 500.30473  34.92   7.11 1
 500.30588  33.32   6.69 1
 500.30704  24.93   6.56 1
 500.30820  31.59   6.47 1
 500.30936  33.64   6.60 1
 500.31051  34.06   6.69 1
 500.31167  28.62   6.37 1
 500.31283  36.38   7.34 1
 500.31398  34.73   6.93 1
 500.31514  40.45   7.64 1
 500.31630  23.12   5.45 1
 500.31746  29.97   6.26 1
 500.31861  24.61   6.21 1
 500.31977  29.59   6.61 1
 500.32093  30.96   6.85 1
 500.32209  29.90   6.24 1
 500.32324  35.16   7.27 1
 500.32440  34.14   6.71 1
 500.32556  39.80   7.15 1
 500.32672  26.27   5.89 1
 500.32787  14.18   5.30 1
 500.32903  41.58   7.56 1
 500.33019  47.89   8.08 1
 500.33135  33.44   6.56 1
 500.33250  47.01   8.05 1
 500.33366  43.04   7.72 1
 500.33482  50.43   8.29 1
 500.33598  41.04   8.04 1
 500.33713  36.34   6.87 1
 500.33829  48.45   8.97 1
 500.33945  54.40   8.59 1
 500.34061  65.49   9.28 1
 500.34176  63.91   9.33 1
 500.34292  76.60  10.47 1
 500.34408  71.23   9.71 1
 500.34523  87.37  10.96 1
 500.34639 109.93  12.16 1
 500.34755  96.15  11.91 1
 500.34871 120.10  12.89 1
 500.34986 119.57  12.70 1
 500.35102 140.59  13.92 1
 500.35218 139.58  13.67 1
 500.35334 185.03  15.71 1
 500.35449 207.12  16.94 1
 500.35565 235.00  17.82 1
 500.35681 180.07  15.65 1
 500.35797 202.39  16.56 1
 500.35912 192.71  15.86 1
 500.36028 203.12  16.68 1
 500.36144 205.00  16.51 1
 500.36260 183.72  15.87 1
 500.36375 199.64  16.21 1
 500.36491 186.53  15.95 1
 500.36607 178.90  15.54 1
 500.36723 152.90  14.46 1
 500.36838 140.71  13.83 1
 500.36954 128.26  12.98 1
 500.37070 114.48  12.28 1
 500.37186 114.42  12.29 1
 500.37301  91.31  11.70 1
 500.37417  86.62  10.69 1
 500.37533  93.24  11.15 1
 500.37648  77.04  10.21 1
 500.37764  66.49  10.12 1
 500.37880  57.11   8.62 1
 500.37996  62.33   9.13 1
 500.38111  48.40   8.17 1
 500.38227  53.44   8.55 1
 500.38343  55.38   8.94 1
 500.38459  58.22   8.68 1
 500.38574  42.51   7.62 1
 500.38690  44.59   7.67 1
 500.38806  34.89   7.66 1
 500.38922  40.74   7.34 1
 500.39037  52.70   8.66 1
 500.39153  42.36   7.51 1
 500.39269  26.69   6.25 1
 500.39385  28.08   6.42 1
 500.39500  43.98   7.54 1
 500.39616  31.95   6.78 1
 500.39732  29.59   6.44 1
 500.39848  29.90   6.49 1
 500.39963  39.39   7.44 1
 500.40079  33.62   7.08 1
 500.40195  29.74   6.47 1
 500.40311  28.28   6.03 1
 500.40426  33.28   7.01 1
 500.40542  41.73   7.61 1
 500.40658  25.35   6.16 1
 500.40773  34.17   6.96 1
 500.40889  33.98   7.16 1
 500.41005  17.98   5.74 1
 500.41121  22.56   5.79 1
 500.41236  36.50   7.14 1
 500.41352  27.15   6.21 1
 500.41468  29.96   6.51 1
 500.41584  26.23   6.82 1
 500.41699  21.42   6.27 1
 500.41815  30.94   6.58 1
 500.41931  41.23   7.51 1
 500.42047  37.71   7.25 1
 500.42162  33.84   6.90 1
 500.42278  39.22   7.18 1
 500.42394  32.59   6.78 1
 500.42510  23.19   5.47 1
 500.42625  31.35   6.67 1
 500.42741  27.56   6.56 1
 500.42857  24.87   5.98 1
 500.42973  33.35   6.79 1
 500.43088  45.30   7.88 1
 500.43204  45.31   7.80 1
 500.43320  32.76   7.35 1
 500.43436  43.04   7.50 1
 500.43551  38.88   7.70 1
 500.43667  28.47   6.07 1
 500.43783  33.73   7.10 1
 500.43898  33.53   6.82 1
 500.44014  23.07   5.93 1
 500.44130  34.88   6.96 1
 500.44246  30.46   6.37 1
 500.44361  27.38   7.00 1
 500.44477  38.38   7.37 1
 500.44593  33.69   7.10 1
 500.44709  29.07   6.47 1
 500.44824  28.44   6.06 1
 500.44940  30.29   6.58 1
 500.45056  24.39   5.60 1
 500.45172  38.63   7.28 1
 500.45287  41.27   7.53 1
 500.45403  44.06   7.70 1
 500.45519  47.96   7.89 1
 500.45635  41.19   7.28 1
 500.45750  28.63   6.72 1
 500.45866  52.39   8.50 1
 500.45982  33.73   6.62 1
 500.46098  46.74   8.44 1
 500.46213  34.76   6.93 1
 500.46329  46.11   8.11 1
 500.46445  37.71   7.24 1
 500.46561  36.59   7.30 1
 500.46676  49.01   8.48 1
 500.46792  52.47   8.31 1
 500.46908  36.82   7.22 1
 500.47023  29.86   7.18 1
 500.47139  43.94   7.54 1
 500.47255  33.58   7.66 1
 500.47371  35.82   6.92 1
 500.47486  32.86   7.06 1
 500.47602  44.00   7.76 1
 500.47718  46.57   8.11 1
 500.47834  44.33   8.03 1
 500.47949  35.78   6.90 1
 500.48065  41.66   7.37 1
 500.48181  42.94   7.83 1
 500.48297  39.71   7.58 1
 500.48412  45.27   7.65 1
 500.48528  50.28   8.46 1
 500.48644  48.98   7.95 1
 500.48760  43.78   7.87 1
 500.48875  51.17   8.99 1
 500.48991  42.16   7.69 1
 500.49107  27.42   6.00 1
 500.49223  31.55   6.96 1
 500.49338  38.17   7.11 1
 500.49454  37.55   6.97 1
 500.49570  44.26   8.08 1
 500.49686  42.44   7.61 1
 500.49801  41.25   7.66 1
 500.49917  52.22   8.27 1
 500.50033  44.00   7.77 1
 500.50148  27.12   6.19 1
 500.50264  37.29   6.93 1
 500.50380  38.70   7.07 1
 500.50496  36.39   7.59 1
 500.50611  28.45   6.86 1
 500.50727  56.03   8.55 1
 500.50843  36.17   7.08 1
 500.50959  49.32   8.14 1
 500.51074  47.00   7.97 1
 500.51190  37.01   7.01 1
 500.51306  46.52   7.96 1
 500.51422  34.40   9.29 1
 500.51537  28.37   7.07 1
 500.51653  44.14   8.13 1
 500.51769  39.92   7.31 1
 500.51885  36.89   6.98 1
 500.52000  42.58   7.42 1
 500.52116  28.36   6.05 1
 500.52232  35.60   6.87 1
 500.52348  34.79   7.10 1
 500.52463  38.63   7.33 1
 500.52579  30.11   6.82 1
 500.52695  34.99   7.35 1
 500.52811  47.70   8.06 1
 500.52926  39.74   7.50 1
 500.53042  39.37   7.20 1
 500.53158  24.59   6.20 1
 500.53273  41.57   7.35 1
 500.53389  41.34   7.31 1
 500.53505  36.04   6.81 1
 500.53621  32.22   6.70 1
 500.53736  31.75   6.50 1
 500.53852  43.20   7.76 1
 500.53968  45.32   8.00 1
 500.54084  40.24   7.23 1
 500.54199  29.73   6.47 1
 500.54315  35.69   7.59 1
 500.54431  44.28   8.86 1
 500.54547  39.15  10.45 1
 500.54662  53.66  11.21 1
 500.54778  41.49   8.27 1
 500.54894  35.51   6.85 1
 500.55010  40.60   7.31 1
 500.55125  49.32   8.01 1
 500.55241  34.97   7.43 1
 500.55357  50.75   8.73 1
 500.55473  24.33   6.06 1
 500.55588  46.68   8.62 1
 500.55704  43.09   9.31 1
 500.55820  45.68   8.31 1
 500.55936  46.79   8.55 1
 500.56051  25.18   5.79 1
 500.56167  35.55   7.34 1
 500.56283  45.19   9.08 1
 500.56398  36.34   7.42 1
 500.56514  35.15   6.77 1
 500.56630  34.90   7.19 1
 500.56746  37.33   7.98 1
 500.56861  39.72   7.72 1
 500.56977  37.33   7.62 1
 500.57093  33.87   6.66 1
 500.57209  31.46   6.85 1
 500.57324  42.28   7.72 1
 500.57440  33.09   6.88 1
 500.57556  35.20   7.02 1
 500.57672  38.77   7.08 1
 500.57787  44.33   7.62 1
 500.57903  34.35   6.76 1
 500.58019  36.71   7.19 1
 500.58135  31.79   6.52 1
 500.58250  43.08   7.51 1
 500.58366  30.90   6.57 1
 500.58482  39.24   7.41 1
 500.58598  30.38   6.62 1
 500.58713  35.89   7.63 1
 500.58829  32.59   6.77 1
 500.58945  37.19   7.52 1
 500.59061  27.35   6.98 1
 500.59176  40.43   7.49 1
 500.59292  40.22   7.45 1
 500.59408  37.26   7.39 1
 500.59523  31.85   6.51 1
 500.59639  37.51   6.97 1
 500.59755  42.93   7.69 1
 500.59871  33.80   6.63 1
 500.59986  35.57   6.86 1
 500.60102  31.30   7.80 1
 500.60218  27.32   6.25 1
 500.60334  38.77   7.74 1
 500.60449  34.33   7.22 1
 500.60565  39.13   7.30 1
 500.60681  30.32   6.60 1
 500.60797  39.28   7.33 1
 500.60912  31.29   6.67 1
 500.61028  36.42   7.60 1
 500.61144  27.15   5.93 1
 500.61260  23.68   6.15 1
 500.61375  36.20   6.84 1
 500.61491  26.33   6.70 1
 500.61607  33.83   7.49 1
 500.61723  48.87   7.93 1
 500.61838  37.19   6.91 1
 500.61954  44.22   7.80 1
 500.62070  37.02   7.25 1
 500.62186  46.51   7.89 1
 500.62301  28.41   6.31 1
 500.62417  37.11   7.04 1
 500.62533  29.51   6.92 1
 500.62648  41.66   7.82 1
 500.62764  43.58   7.61 1
 500.62880  36.08   7.28 1
 500.62996  28.43   6.34 1
 500.63111  37.82   7.26 1
 500.63227  36.76   7.20 1
 500.63343  37.25   7.29 1
 500.63459  50.70   8.33 1
 500.63574  48.46   7.98 1
 500.63690  33.85   6.65 1
 500.63806  23.97   5.67 1
 500.63922  42.54   7.63 1
 500.64037  30.97   6.57 1
 500.64153  30.09   7.29 1
 500.64269  46.94   7.84 1
 500.64385  34.62   7.05 1
 500.64500  39.04   7.37 1
 500.64616  28.48   6.86 1
 500.64732  34.30   6.98 1
 500.64848  29.88   6.23 1
 500.64963  20.99   5.57 1
 500.65079  38.22   7.39 1
 500.65195  31.64   6.98 1
 500.65311  12.98   4.48 1
 500.65426  36.30   7.34 1
 500.65542  40.48   7.74 1
 500.65658  29.72   6.47 1
 500.65773  23.21   5.47 1
 500.65889  32.44   6.74 1
 500.66005  34.55   7.20 1
 500.66121  36.13   6.83 1
 500.66236  39.40   7.21 1
 500.66352  28.01   6.14 1
 500.66468  27.78   6.33 1
 500.66584  30.98   7.24 1
 500.66699  39.75   7.28 1
 500.66815  36.55   7.14 1
 500.66931  30.91   6.57 1
 500.67047  37.57   7.35 1
 500.67162  39.71   7.27 1
 500.67278  33.40   6.82 1
 500.67394  42.51   7.40 1
 500.67510  31.26   6.65 1
 500.67625  41.65   7.37 1
 500.67741  37.39   7.37 1
 500.67857  38.97   7.35 1
 500.67973  44.09   7.57 1
 500.68088  33.41   6.55 1
 500.68204  34.26   6.99 1
 500.68320  19.86   5.14 1
 500.68436  46.70   7.79 1
 500.68551  34.79   6.94 1
 500.68667  32.12   6.84 1
 500.68783  30.05   7.20 1
 500.68898  25.90   6.08 1
 500.69014  24.16   6.76 1
 500.69130  31.13   6.37 1
 500.69246  22.57   5.81 1
 500.69361  24.75   5.68 1
 500.69477  31.34   6.67 1
 500.69593  43.33   7.55 1
 500.69709  31.56   6.71 1
 500.69824  28.70   6.65 1
 500.69940  40.54   7.73 1
 500.70056  33.63   6.60 1
 500.70172  45.33   8.01 1
 500.70287  51.26   8.23 1
 500.70403  45.56   8.13 1
 500.70519  64.25   9.21 1
 500.70635  60.16   9.07 1
 500.70750  74.96  10.28 1
 500.70866  76.59  10.31 1
 500.70982  97.58  11.28 1
 500.71098  91.38  11.67 1
 500.71213 104.37  12.05 1
 500.71329 112.18  12.42 1
 500.71445 141.39  14.00 1
 500.71561 164.28  14.91 1
 500.71676 180.01  15.50 1
 500.71792 177.19  15.93 1
 500.71908 239.58  17.96 1
 500.72023 266.93  18.87 1
 500.72139 249.42  18.40 1
 500.72255 220.20  17.11 1
